Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,file_path,exists,episode_id,clip_uid,fold,cross_show_split,Block_any,Block_maj,Prolongation_any,Prolongation_maj,SoundRep_any,SoundRep_maj,WordRep_any,WordRep_maj,Interjection_any,Interjection_maj
StutterTalk,68,216,48260160,48308160,0,0,0,1,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/68/216.wav,True,StutterTalk_68,StutterTalk_68_216,3,train,1,0,0,0,0,0,0,0,1,1
WomenWhoStutter,79,0,491360,539360,0,0,0,1,0,0,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/79/0.wav,True,WomenWhoStutter_79,WomenWhoStutter_79_0,4,train,1,0,0,0,0,0,0,0,1,1
WomenWhoStutter,47,15,17839040,17887040,0,1,0,0,0,0,0,3,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/47/15.wav,True,WomenWhoStutter_47,WomenWhoStutter_47_15,2,train,0,0,0,0,0,0,0,0,1,1
WomenWhoStutter,14,21,30556800,30604800,0,0,1,0,0,0,0,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/14/21.wav,True,WomenWhoStutter_14,WomenWhoStutter_14_21,2,train,0,0,1,0,0,0,0,0,1,1
MyStutteringLife,20,0,361120,409120,0,0,0,1,0,0,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/20/0.wav,True,MyStutteringLife_20,MyStutteringLife_20_0,2,test,1,0,0,0,0,0,0,0,1,0
WomenWhoStutter,74,24,31962720,32010720,0,0,1,0,0,0,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/74/24.wav,True,WomenWhoStutter_74,WomenWhoStutter_74_24,2,train,0,0,1,0,0,0,0,0,1,0
WomenWhoStutter,1,112,23088640,23136640,0,0,1,0,0,0,0,2,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/1/112.wav,True,WomenWhoStutter_1,WomenWhoStutter_1_112,0,train,0,0,1,0,0,0,0,0,1,1
WomenWhoStutter,95,12,27970080,28018080,0,0,0,2,0,0,0,1,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/95/12.wav,True,WomenWhoStutter_95,WomenWhoStutter_95_12,0,train,1,1,0,0,0,0,0,0,1,0
WomenWhoStutter,62,107,15131520,15179520,0,0,0,1,0,0,0,2,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/62/107.wav,True,WomenWhoStutter_62,WomenWhoStutter_62_107,3,train,1,0,0,0,0,0,0,0,1,1
StutterTalk,6,134,30782880,30830880,0,0,1,0,1,1,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/6/134.wav,True,StutterTalk_6,StutterTalk_6_134,2,train,0,0,1,0,1,0,1,0,1,1
WomenWhoStutter,58,37,3580000,3628000,0,0,0,0,0,0,0,2,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/58/37.wav,True,WomenWhoStutter_58,WomenWhoStutter_58_37,0,train,0,0,0,0,0,0,0,0,1,1
HeStutters,23,6,40437120,40485120,0,0,0,0,3,1,1,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/23/6.wav,True,HeStutters_23,HeStutters_23_6,2,train,0,0,0,0,1,1,1,0,1,0
WomenWhoStutter,37,38,4586560,4634560,0,0,0,3,0,0,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/37/38.wav,True,WomenWhoStutter_37,WomenWhoStutter_37_38,3,train,1,1,0,0,0,0,0,0,1,0
WomenWhoStutter,74,103,14013280,14061280,0,0,0,0,0,0,0,1,3,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/74/103.wav,True,WomenWhoStutter_74,WomenWhoStutter_74_103,2,train,0,0,0,0,0,0,0,0,1,0
StutterTalk,20,29,32321120,32369120,0,0,0,1,0,0,0,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/20/29.wav,True,StutterTalk_20,StutterTalk_20_29,2,train,1,0,0,0,0,0,0,0,1,1
MyStutteringLife,4,23,36739520,36787520,0,0,1,1,0,0,0,1,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/4/23.wav,True,MyStutteringLife_4,MyStutteringLife_4_23,2,test,1,0,1,0,0,0,0,0,1,0
WomenWhoStutter,88,24,51431360,51479360,0,0,0,0,0,0,1,2,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/88/24.wav,True,WomenWhoStutter_88,WomenWhoStutter_88_24,3,train,0,0,0,0,0,0,0,0,1,1
StutterTalk,6,150,10979360,11027360,0,0,0,0,0,0,0,1,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/6/150.wav,True,StutterTalk_6,StutterTalk_6_150,2,train,0,0,0,0,0,0,0,0,1,0
WomenWhoStutter,96,43,15227200,15275200,0,0,0,0,0,0,0,1,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/96/43.wav,True,WomenWhoStutter_96,WomenWhoStutter_96_43,2,train,0,0,0,0,0,0,0,0,1,0
StutterTalk,15,31,34668160,34716160,0,0,0,0,0,0,0,2,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/15/31.wav,True,StutterTalk_15,StutterTalk_15_31,2,train,0,0,0,0,0,0,0,0,1,1
HVSA,1,73,3143200,3191200,0,0,0,0,0,0,0,3,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/1/73.wav,True,HVSA_1,HVSA_1_73,4,test,0,0,0,0,0,0,0,0,1,1
WomenWhoStutter,88,61,10268160,10316160,0,0,0,0,0,1,0,1,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/88/61.wav,True,WomenWhoStutter_88,WomenWhoStutter_88_61,3,train,0,0,0,0,0,0,1,0,1,0
HeStutters,20,194,25255360,25303360,0,0,3,0,0,0,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/20/194.wav,True,HeStutters_20,HeStutters_20_194,2,train,0,0,1,1,0,0,0,0,1,1
WomenWhoStutter,23,6,24790400,24838400,0,0,0,0,0,1,1,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/23/6.wav,True,WomenWhoStutter_23,WomenWhoStutter_23_6,1,train,0,0,0,0,0,0,1,0,1,1
HeStutters,11,140,22842560,22890560,0,0,0,1,0,0,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/11/140.wav,True,HeStutters_11,HeStutters_11_140,2,train,1,0,0,0,0,0,0,0,1,0
HVSA,2,193,39606880,39654880,0,2,0,0,0,0,1,2,3,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/193.wav,True,HVSA_2,HVSA_2_193,3,test,0,0,0,0,0,0,0,0,1,1
WomenWhoStutter,78,18,25592160,25640160,0,0,0,1,0,2,0,3,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/78/18.wav,True,WomenWhoStutter_78,WomenWhoStutter_78_18,0,train,1,0,0,0,0,0,1,1,1,1
WomenWhoStutter,103,125,33065600,33113600,0,0,0,0,0,2,0,2,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/103/125.wav,True,WomenWhoStutter_103,WomenWhoStutter_103_125,4,train,0,0,0,0,0,0,1,1,1,1
HeStutters,21,189,29327840,29375840,0,0,0,1,0,0,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/21/189.wav,True,HeStutters_21,HeStutters_21_189,1,train,1,0,0,0,0,0,0,0,1,1
WomenWhoStutter,97,155,26769600,26817600,0,0,0,1,0,0,0,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/97/155.wav,True,WomenWhoStutter_97,WomenWhoStutter_97_155,1,train,1,0,0,0,0,0,0,0,1,1
WomenWhoStutter,57,30,25494880,25542880,0,0,0,0,1,2,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/57/30.wav,True,WomenWhoStutter_57,WomenWhoStutter_57_30,4,train,0,0,0,0,1,0,1,1,1,0
MyStutteringLife,14,12,14897760,14945760,0,0,1,0,0,0,0,2,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/14/12.wav,True,MyStutteringLife_14,MyStutteringLife_14_12,1,test,0,0,1,0,0,0,0,0,1,1
WomenWhoStutter,33,23,18295520,18343520,0,0,0,0,0,0,0,1,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/33/23.wav,True,WomenWhoStutter_33,WomenWhoStutter_33_23,0,train,0,0,0,0,0,0,0,0,1,0
StutterTalk,58,35,23535840,23583840,0,2,0,0,3,0,1,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/58/35.wav,True,StutterTalk_58,StutterTalk_58_35,3,train,0,0,0,0,1,1,0,0,1,0
MyStutteringLife,7,48,4886400,4934400,0,0,0,0,0,0,0,3,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/7/48.wav,True,MyStutteringLife_7,MyStutteringLife_7_48,1,test,0,0,0,0,0,0,0,0,1,1
WomenWhoStutter,46,36,32957920,33005920,0,1,0,1,0,0,1,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/46/36.wav,True,WomenWhoStutter_46,WomenWhoStutter_46_36,4,train,1,0,0,0,0,0,0,0,1,1
StutterTalk,43,14,62409760,62457760,0,0,1,0,0,0,0,3,2,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/43/14.wav,True,StutterTalk_43,StutterTalk_43_14,4,train,0,0,1,0,0,0,0,0,1,1
MyStutteringLife,16,8,2009920,2057920,0,0,0,0,0,0,0,3,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/16/8.wav,True,MyStutteringLife_16,MyStutteringLife_16_8,1,test,0,0,0,0,0,0,0,0,1,1
MyStutteringLife,38,26,47900160,47948160,0,0,0,0,0,2,0,1,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/38/26.wav,True,MyStutteringLife_38,MyStutteringLife_38_26,4,test,0,0,0,0,0,0,1,1,1,0
HeStutters,18,163,23485920,23533920,0,0,1,0,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/18/163.wav,True,HeStutters_18,HeStutters_18_163,0,train,0,0,1,0,0,0,0,0,1,1
StutterTalk,79,2,3541120,3589120,0,0,0,0,0,0,0,3,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/79/2.wav,True,StutterTalk_79,StutterTalk_79_2,4,train,0,0,0,0,0,0,0,0,1,1
StutterTalk,25,13,8099040,8147040,0,0,0,2,0,0,0,1,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/25/13.wav,True,StutterTalk_25,StutterTalk_25_13,0,train,1,1,0,0,0,0,0,0,1,0
WomenWhoStutter,97,1,37394080,37442080,0,0,0,0,0,0,0,2,3,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/97/1.wav,True,WomenWhoStutter_97,WomenWhoStutter_97_1,1,train,0,0,0,0,0,0,0,0,1,1
WomenWhoStutter,62,150,20845760,20893760,0,0,0,1,0,0,0,1,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/62/150.wav,True,WomenWhoStutter_62,WomenWhoStutter_62_150,3,train,1,0,0,0,0,0,0,0,1,0
HVSA,2,163,34060160,34108160,0,0,0,0,0,1,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/163.wav,True,HVSA_2,HVSA_2_163,3,test,0,0,0,0,0,0,1,0,1,1
HeStutters,12,77,5862400,5910400,0,0,0,0,0,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/12/77.wav,True,HeStutters_12,HeStutters_12_77,0,train,0,0,0,0,0,0,1,1,1,1
StutterTalk,74,18,33259360,33307360,0,0,0,2,1,1,1,2,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/74/18.wav,True,StutterTalk_74,StutterTalk_74_18,2,train,1,1,0,0,1,0,1,0,1,1
WomenWhoStutter,83,14,8214400,8262400,0,0,0,2,0,0,0,3,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/83/14.wav,True,WomenWhoStutter_83,WomenWhoStutter_83_14,2,train,1,1,0,0,0,0,0,0,1,1
HeStutters,11,153,25438240,25486240,0,0,2,0,0,0,0,3,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/11/153.wav,True,HeStutters_11,HeStutters_11_153,2,train,0,0,1,1,0,0,0,0,1,1
HeStutters,15,56,7564800,7612800,0,0,3,0,0,0,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/15/56.wav,True,HeStutters_15,HeStutters_15_56,4,train,0,0,1,1,0,0,0,0,1,1
WomenWhoStutter,88,114,21956320,22004320,0,0,0,0,0,1,0,2,2,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/88/114.wav,True,WomenWhoStutter_88,WomenWhoStutter_88_114,3,train,0,0,0,0,0,0,1,0,1,1
StutterTalk,10,27,38919040,38967040,0,0,0,0,0,0,0,3,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/10/27.wav,True,StutterTalk_10,StutterTalk_10_27,3,train,0,0,0,0,0,0,0,0,1,1
MyStutteringLife,20,39,943360,991360,0,0,0,1,0,2,0,1,2,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/20/39.wav,True,MyStutteringLife_20,MyStutteringLife_20_39,2,test,1,0,0,0,0,0,1,1,1,0
WomenWhoStutter,6,96,9332800,9380800,0,0,2,1,0,0,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/6/96.wav,True,WomenWhoStutter_6,WomenWhoStutter_6_96,0,train,1,0,1,1,0,0,0,0,1,1
WomenWhoStutter,102,25,2238240,2286240,0,0,0,0,0,0,0,3,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/102/25.wav,True,WomenWhoStutter_102,WomenWhoStutter_102_25,0,train,0,0,0,0,0,0,0,0,1,1
StutterTalk,6,223,48124320,48172320,0,0,0,0,0,0,0,3,3,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/6/223.wav,True,StutterTalk_6,StutterTalk_6_223,2,train,0,0,0,0,0,0,0,0,1,1
StutterTalk,72,108,15331200,15379200,0,0,0,0,0,0,0,2,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/72/108.wav,True,StutterTalk_72,StutterTalk_72_108,2,train,0,0,0,0,0,0,0,0,1,1
WomenWhoStutter,28,6,33299200,33347200,0,0,0,0,0,0,0,2,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/28/6.wav,True,WomenWhoStutter_28,WomenWhoStutter_28_6,4,train,0,0,0,0,0,0,0,0,1,1
HeStutters,16,144,26361440,26409440,0,0,0,1,1,2,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/16/144.wav,True,HeStutters_16,HeStutters_16_144,4,train,1,0,0,0,1,0,1,1,1,1
StutterTalk,56,6,11776160,11824160,0,0,0,0,3,0,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/56/6.wav,True,StutterTalk_56,StutterTalk_56_6,3,train,0,0,0,0,1,1,0,0,1,0
StutterTalk,72,84,10656480,10704480,0,0,1,0,0,1,0,1,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/72/84.wav,True,StutterTalk_72,StutterTalk_72_84,2,train,0,0,1,0,0,0,1,0,1,0
WomenWhoStutter,36,7,18541280,18589280,0,0,2,0,0,1,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/36/7.wav,True,WomenWhoStutter_36,WomenWhoStutter_36_7,4,train,0,0,1,1,0,0,1,0,1,1
WomenWhoStutter,104,15,8311840,8359840,0,0,0,0,0,0,0,3,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/104/15.wav,True,WomenWhoStutter_104,WomenWhoStutter_104_15,1,train,0,0,0,0,0,0,0,0,1,1
WomenWhoStutter,18,26,22811360,22859360,0,0,0,1,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/18/26.wav,True,WomenWhoStutter_18,WomenWhoStutter_18_26,2,train,1,0,0,0,0,0,0,0,1,1
StutterTalk,27,25,44476320,44524320,0,0,0,0,0,0,0,3,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/27/25.wav,True,StutterTalk_27,StutterTalk_27_25,0,train,0,0,0,0,0,0,0,0,1,1
WomenWhoStutter,6,193,25575520,25623520,0,0,0,1,0,0,0,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/6/193.wav,True,WomenWhoStutter_6,WomenWhoStutter_6_193,0,train,1,0,0,0,0,0,0,0,1,1
MyStutteringLife,35,48,11500800,11548800,0,0,0,1,2,0,0,2,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/35/48.wav,True,MyStutteringLife_35,MyStutteringLife_35_48,3,test,1,0,0,0,1,1,0,0,1,1
StutterTalk,43,150,42293920,42341920,0,0,0,0,0,0,0,2,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/43/150.wav,True,StutterTalk_43,StutterTalk_43_150,4,train,0,0,0,0,0,0,0,0,1,1
HVSA,0,76,3727520,3775520,0,0,1,0,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/0/76.wav,True,HVSA_0,HVSA_0_76,4,test,0,0,1,0,0,0,0,0,1,1
WomenWhoStutter,14,203,27403360,27451360,0,0,2,1,0,0,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/14/203.wav,True,WomenWhoStutter_14,WomenWhoStutter_14_203,2,train,1,0,1,1,0,0,0,0,1,0
StutterTalk,68,12,51936480,51984480,0,0,0,0,0,0,0,2,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/68/12.wav,True,StutterTalk_68,StutterTalk_68_12,3,train,0,0,0,0,0,0,0,0,1,1
MyStutteringLife,12,37,48323840,48371840,0,0,0,1,0,1,0,1,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/12/37.wav,True,MyStutteringLife_12,MyStutteringLife_12_37,0,test,1,0,0,0,0,0,1,0,1,0
WomenWhoStutter,93,12,36879680,36927680,0,0,0,0,0,1,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/93/12.wav,True,WomenWhoStutter_93,WomenWhoStutter_93_12,3,train,0,0,0,0,0,0,1,0,1,0
WomenWhoStutter,86,70,7169440,7217440,0,0,0,1,0,0,0,3,2,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/86/70.wav,True,WomenWhoStutter_86,WomenWhoStutter_86_70,2,train,1,0,0,0,0,0,0,0,1,1
StutterTalk,43,41,10941440,10989440,0,0,1,1,0,1,0,1,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/43/41.wav,True,StutterTalk_43,StutterTalk_43_41,4,train,1,0,1,0,0,0,1,0,1,0
WomenWhoStutter,22,19,12060800,12108800,0,0,0,2,0,0,1,2,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/22/19.wav,True,WomenWhoStutter_22,WomenWhoStutter_22_19,1,train,1,1,0,0,0,0,0,0,1,1
WomenWhoStutter,6,1,28424480,28472480,0,0,1,0,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/6/1.wav,True,WomenWhoStutter_6,WomenWhoStutter_6_1,0,train,0,0,1,0,0,0,0,0,1,1
StutterTalk,33,8,49042720,49090720,0,0,0,2,0,0,0,1,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/33/8.wav,True,StutterTalk_33,StutterTalk_33_8,0,train,1,1,0,0,0,0,0,0,1,0
WomenWhoStutter,50,318,37388480,37436480,0,0,0,0,0,0,0,3,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/50/318.wav,True,WomenWhoStutter_50,WomenWhoStutter_50_318,0,train,0,0,0,0,0,0,0,0,1,1
StutterTalk,20,3,57354560,57402560,0,0,0,1,0,0,0,3,2,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/20/3.wav,True,StutterTalk_20,StutterTalk_20_3,2,train,1,0,0,0,0,0,0,0,1,1
HVSA,2,91,20533600,20581600,0,0,0,0,0,0,0,1,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/91.wav,True,HVSA_2,HVSA_2_91,3,test,0,0,0,0,0,0,0,0,1,0
WomenWhoStutter,58,33,32232480,32280480,0,0,0,0,0,0,0,3,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/58/33.wav,True,WomenWhoStutter_58,WomenWhoStutter_58_33,0,train,0,0,0,0,0,0,0,0,1,1
StutterTalk,63,150,37013120,37061120,0,0,0,1,1,3,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/63/150.wav,True,StutterTalk_63,StutterTalk_63_150,4,train,1,0,0,0,1,0,1,1,1,0
HeStutters,8,120,28340960,28388960,0,0,1,0,0,0,1,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/8/120.wav,True,HeStutters_8,HeStutters_8_120,1,train,0,0,1,0,0,0,0,0,1,1
WomenWhoStutter,81,189,4643840,4691840,0,1,0,0,0,0,0,2,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/81/189.wav,True,WomenWhoStutter_81,WomenWhoStutter_81_189,1,train,0,0,0,0,0,0,0,0,1,1
StutterTalk,79,22,15603040,15651040,0,0,1,0,0,1,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/79/22.wav,True,StutterTalk_79,StutterTalk_79_22,4,train,0,0,1,0,0,0,1,0,1,0
WomenWhoStutter,44,35,29400640,29448640,0,0,0,1,0,0,0,1,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/44/35.wav,True,WomenWhoStutter_44,WomenWhoStutter_44_35,1,train,1,0,0,0,0,0,0,0,1,0
HeStutters,20,63,47656800,47704800,0,0,0,0,0,0,0,2,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/20/63.wav,True,HeStutters_20,HeStutters_20_63,2,train,0,0,0,0,0,0,0,0,1,1
HeStutters,8,156,2980640,3028640,0,0,0,0,0,2,0,1,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/8/156.wav,True,HeStutters_8,HeStutters_8_156,1,train,0,0,0,0,0,0,1,1,1,0
StutterTalk,77,33,19283840,19331840,0,0,0,1,0,0,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/77/33.wav,True,StutterTalk_77,StutterTalk_77_33,0,train,1,0,0,0,0,0,0,0,1,1
StutterTalk,69,10,8305760,8353760,0,0,3,0,0,0,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/69/10.wav,True,StutterTalk_69,StutterTalk_69_10,0,train,0,0,1,1,0,0,0,0,1,0
HeStutters,22,87,17736000,17784000,0,0,3,0,0,0,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/22/87.wav,True,HeStutters_22,HeStutters_22_87,3,train,0,0,1,1,0,0,0,0,1,1
StutterTalk,15,37,44340320,44388320,0,0,0,0,0,3,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/15/37.wav,True,StutterTalk_15,StutterTalk_15_37,2,train,0,0,0,0,0,0,1,1,1,1
